ProdTaken,Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,Chance,Designation_Executive,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Occupation_Free Lancer,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic,TypeofContact_Company Invited,TypeofContact_Self Enquiry,Gender_Fe Male,Gender_Female,Gender_Male,CityTier_1,CityTier_2,CityTier_3
0,38.0,28.0,2,3.0,3.0,2.0,0,2,1,1.0,18447.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,22.0,12.0,3,3.0,3.0,1.0,0,2,1,0.0,17773.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,30.0,9.0,3,3.0,3.0,2.0,0,3,1,1.0,17083.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,34.0,6.0,2,3.0,3.0,2.0,0,3,1,0.0,17691.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,26.0,12.0,3,3.0,3.0,2.0,1,2,0,0.0,17659.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,27.0,9.0,2,4.0,3.0,1.0,0,2,0,0.0,17045.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,20.0,16.0,2,3.0,3.0,2.0,1,5,0,0.0,16009.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,33.0,9.0,3,3.0,5.0,2.0,1,5,1,2.0,18348.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,35.0,9.0,2,4.0,3.0,2.0,0,2,1,1.0,16281.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,23.0,10.0,2,2.0,5.0,3.0,0,4,0,1.0,17819.0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,29.0,6.0,3,5.0,3.0,2.0,0,2,1,0.0,17720.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,50.0,34.0,3,2.0,3.0,2.0,1,2,1,2.0,18221.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,14.0,2,3.0,4.0,1.0,0,2,1,0.0,23620.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
1,28.0,6.0,3,5.0,4.0,1.0,1,2,1,0.0,17216.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,30.0,2,5.0,3.0,3.0,0,3,0,1.0,18708.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,29.0,16.0,2,3.0,3.0,2.0,0,4,0,0.0,17642.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1,42.0,25.0,2,2.0,3.0,7.0,1,3,1,1.0,17759.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,23.0,15.0,2,3.0,5.0,2.0,0,3,0,1.0,17500.0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,40.0,8.0,2,4.0,3.0,1.0,1,3,1,1.0,17342.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,29.0,16.0,2,3.0,4.0,2.0,0,2,0,1.0,17297.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,38.0,8.0,3,3.0,3.0,7.0,1,4,0,0.0,18057.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,33.0,6.0,3,3.0,3.0,2.0,1,3,1,0.0,17686.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,16.0,3,2.0,3.0,2.0,0,2,1,1.0,18505.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,34.0,6.0,3,1.0,3.0,3.0,0,2,0,0.0,18280.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,37.0,16.0,2,3.0,5.0,1.0,1,3,1,1.0,17782.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,35.0,14.0,3,3.0,3.0,2.0,0,3,0,0.0,17572.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,38.0,6.0,2,5.0,3.0,4.0,0,4,1,0.0,23620.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,23.0,12.0,3,1.0,5.0,2.0,1,3,1,2.0,16601.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,24.0,15.0,2,4.0,4.0,2.0,0,5,1,0.0,17694.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,29.0,6.0,2,4.0,5.0,2.0,1,2,0,0.0,17319.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,29.0,29.0,2,1.0,3.0,2.0,0,2,1,1.0,17700.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,35.0,6.0,2,1.0,3.0,4.0,0,3,0,0.0,17506.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,36.0,19.0,2,3.0,4.0,5.0,0,3,1,0.0,17143.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,45.0,8.0,3,4.0,3.0,2.0,0,3,1,1.0,17274.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,34.0,22.0,3,4.0,3.0,2.0,0,5,1,1.0,17553.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,38.0,9.0,2,3.0,3.0,1.0,0,2,1,1.0,23620.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
1,26.0,11.0,2,4.0,3.0,2.0,1,2,0,1.0,17366.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,27.0,9.0,2,3.0,3.0,2.0,0,2,1,0.0,16706.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,38.0,8.0,3,1.0,5.0,1.0,0,2,1,2.0,18424.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,35.0,33.0,2,4.0,5.0,2.0,0,4,1,1.0,17559.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,38.0,11.0,3,4.0,3.0,1.0,0,5,0,0.0,23620.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,28.0,14.0,3,4.0,3.0,2.0,0,2,0,1.0,19936.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
0,44.0,14.0,3,1.0,3.0,3.0,1,3,1,2.0,17818.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,42.0,8.0,2,3.0,3.0,6.0,1,2,0,1.0,17515.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,36.0,14.0,3,4.0,5.0,1.0,0,2,1,2.0,17342.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
1,35.0,31.0,3,3.0,4.0,2.0,1,3,0,0.0,17022.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,32.0,6.0,3,3.0,3.0,1.0,0,5,0,0.0,17314.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,38.0,6.0,2,3.0,5.0,3.0,0,4,1,0.0,18580.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,24.0,10.0,2,4.0,3.0,1.0,0,3,0,0.0,18162.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,38.0,15.0,3,4.0,4.0,1.0,0,4,0,0.0,17899.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,31.0,17.0,2,3.0,3.0,4.0,1,3,1,1.0,17356.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,29.0,6.0,2,4.0,3.0,7.0,1,2,0,1.0,17800.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,37.0,27.0,2,3.0,3.0,6.0,0,2,1,1.0,17973.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
0,33.0,9.0,2,3.0,4.0,4.0,1,5,0,1.0,17277.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
1,32.0,31.0,2,3.0,3.0,2.0,1,5,1,0.0,17795.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,29.0,13.0,3,4.0,3.0,7.0,0,5,1,0.0,17532.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,44.0,15.0,3,3.0,5.0,2.0,1,3,1,0.0,17559.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,58.0,8.0,2,4.0,3.0,1.0,1,2,0,0.0,17380.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,20.0,8.0,2,4.0,3.0,2.0,0,4,0,1.0,17044.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
1,21.0,24.0,3,3.0,3.0,2.0,0,3,1,1.0,17693.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,47.0,8.0,3,4.0,3.0,2.0,1,2,1,0.0,18294.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1,41.0,8.0,2,5.0,3.0,5.0,1,3,0,0.0,17778.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,28.0,15.0,3,3.0,3.0,6.0,0,3,1,1.0,17377.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,39.0,12.0,3,3.0,5.0,1.0,1,2,1,1.0,17404.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,27.0,10.0,3,3.0,3.0,2.0,0,2,1,1.0,17318.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,34.0,16.0,2,3.0,4.0,2.0,0,2,1,0.0,17008.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,33.0,6.0,3,4.0,5.0,4.0,1,4,0,0.0,17799.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,31.0,13.0,2,4.0,3.0,4.0,0,4,1,1.0,17329.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,48.0,26.0,2,3.0,3.0,5.0,0,2,0,0.0,17259.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,32.0,6.0,3,4.0,4.0,7.0,0,3,1,0.0,17332.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1,25.0,25.0,2,4.0,4.0,2.0,1,2,0,0.0,17413.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,36.0,8.0,3,3.0,3.0,5.0,0,5,1,0.0,17519.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,19.0,27.0,2,4.0,4.0,2.0,1,2,0,1.0,17121.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1,20.0,10.0,2,3.0,5.0,2.0,0,3,1,1.0,17973.0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,38.0,15.0,2,3.0,4.0,1.0,1,4,0,1.0,18617.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,29.0,26.0,2,3.0,3.0,2.0,0,3,0,1.0,17157.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
1,58.0,8.0,2,3.0,3.0,5.0,0,2,1,1.0,17479.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,31.0,15.0,2,4.0,5.0,1.0,1,3,1,0.0,17321.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,29.0,16.0,3,4.0,5.0,7.0,1,5,1,1.0,17404.0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,19.0,2,3.0,3.0,4.0,0,3,1,0.0,18452.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,45.0,6.0,3,3.0,3.0,4.0,0,5,0,1.0,17270.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,27.0,22.0,2,3.0,4.0,1.0,0,2,1,0.0,17811.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
1,30.0,28.0,2,3.0,3.0,5.0,1,2,0,1.0,17132.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,16.0,3,3.0,3.0,1.0,0,5,0,2.0,17684.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,38.0,20.0,2,4.0,4.0,2.0,1,5,1,1.0,23620.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,18.0,11.0,3,3.0,3.0,2.0,0,2,1,1.0,16051.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,20.0,17.0,3,4.0,5.0,2.0,1,3,0,1.0,17600.0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,30.0,11.0,2,3.0,4.0,1.0,0,3,0,0.0,17422.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,22.0,14.0,3,5.0,5.0,2.0,0,2,1,0.0,17451.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,16.0,2,3.0,3.0,2.0,0,5,1,0.0,23620.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,50.0,15.0,3,3.0,3.0,5.0,0,5,1,0.0,17380.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,36.0,22.0,2,1.0,5.0,2.0,0,2,1,0.0,17743.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,33.0,14.0,2,4.0,3.0,1.0,0,2,1,1.0,17342.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
0,38.0,35.0,3,3.0,3.0,1.0,0,3,1,0.0,23620.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,45.0,30.0,2,3.0,4.0,2.0,0,4,0,0.0,17177.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0
1,26.0,8.0,2,3.0,5.0,7.0,1,5,1,0.0,17042.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,34.0,16.0,2,3.0,3.0,2.0,1,2,0,1.0,17220.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,28.0,16.0,3,3.0,4.0,2.0,0,5,1,1.0,16052.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,38.0,9.0,2,3.0,3.0,4.0,0,3,1,1.0,17821.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,26.0,6.0,3,4.0,3.0,2.0,0,2,1,0.0,17007.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,56.0,15.0,3,3.0,3.0,3.0,0,2,0,0.0,17942.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
1,20.0,15.0,2,3.0,3.0,2.0,1,4,0,0.0,17323.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1
1,21.0,16.0,2,4.0,5.0,2.0,0,3,1,0.0,16416.0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,51.0,10.0,2,3.0,3.0,1.0,1,2,1,1.0,17461.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,6.0,2,4.0,5.0,2.0,0,3,0,1.0,23620.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,13.0,2,1.0,3.0,2.0,0,3,1,1.0,18376.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,28.0,21.0,2,3.0,3.0,2.0,0,4,1,1.0,17207.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,38.0,10.0,2,3.0,3.0,2.0,1,3,1,0.0,18691.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,26.0,27.0,2,3.0,3.0,2.0,0,5,1,1.0,17377.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,33.0,31.0,2,4.0,4.0,5.0,1,4,0,0.0,17313.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,28.0,6.0,2,4.0,4.0,2.0,0,4,0,0.0,17596.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,34.0,9.0,2,4.0,3.0,4.0,0,2,1,0.0,17979.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,29.0,34.0,3,3.0,3.0,5.0,0,5,0,1.0,17514.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,21.0,6.0,3,4.0,4.0,2.0,1,5,0,2.0,17070.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,31.0,26.0,3,1.0,3.0,1.0,0,5,1,1.0,17791.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
0,28.0,8.0,3,4.0,4.0,1.0,0,2,0,2.0,18201.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,29.0,16.0,3,3.0,4.0,1.0,0,5,1,0.0,18291.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,38.0,6.0,2,1.0,3.0,2.0,0,4,1,0.0,17844.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,28.0,12.0,2,4.0,3.0,2.0,1,4,1,0.0,17703.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,18.0,14.0,3,3.0,3.0,2.0,0,5,0,0.0,16904.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,31.0,21.0,3,3.0,3.0,2.0,0,4,1,2.0,17610.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,27.0,12.0,2,4.0,3.0,2.0,0,2,1,1.0,17539.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,35.0,6.0,2,4.0,3.0,7.0,0,2,1,1.0,17258.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,30.0,2,3.0,4.0,1.0,0,5,1,0.0,18597.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,28.0,18.0,3,3.0,3.0,2.0,1,4,1,0.0,17515.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,35.0,10.0,2,4.0,3.0,2.0,0,2,1,0.0,17376.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,32.0,8.0,3,3.0,5.0,2.0,0,3,0,1.0,17827.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
0,29.0,12.0,2,3.0,3.0,2.0,0,3,0,0.0,18131.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,19.0,15.0,2,3.0,5.0,2.0,0,3,0,0.0,17552.0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,20.0,9.0,2,4.0,3.0,2.0,0,3,0,1.0,18033.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,44.0,16.0,3,3.0,3.0,2.0,1,3,1,2.0,17936.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,29.0,21.0,3,5.0,3.0,1.0,1,5,1,0.0,17168.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,22.0,9.0,2,4.0,3.0,1.0,1,3,0,0.0,17853.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,44.0,23.0,3,5.0,3.0,3.0,0,4,1,0.0,17290.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,38.0,8.0,2,3.0,3.0,2.0,0,2,0,0.0,18600.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
1,41.0,11.0,3,4.0,5.0,7.0,0,3,1,0.0,17107.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,28.0,25.0,3,4.0,5.0,2.0,0,3,1,2.0,18196.0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,24.0,23.0,3,3.0,4.0,2.0,0,2,0,1.0,17210.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,36.0,12.0,2,5.0,3.0,2.0,0,2,0,0.0,17741.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,20.0,27.0,2,1.0,3.0,2.0,0,3,0,0.0,17678.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,32.0,19.0,3,4.0,4.0,2.0,0,5,0,0.0,17743.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,33.0,15.0,2,3.0,3.0,1.0,0,2,1,0.0,17781.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,6.0,3,3.0,4.0,1.0,1,4,1,2.0,18579.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,27.0,20.0,2,3.0,5.0,2.0,1,4,1,0.0,17235.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,44.0,8.0,3,1.0,3.0,2.0,0,4,1,0.0,17011.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,19.0,16.0,3,4.0,4.0,2.0,1,5,1,1.0,16859.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,38.0,6.0,3,3.0,3.0,2.0,0,2,0,2.0,23620.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,9.0,2,3.0,4.0,2.0,0,3,1,1.0,18692.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,48.0,8.0,3,1.0,4.0,6.0,0,2,0,2.0,17559.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,27.0,10.0,3,3.0,3.0,2.0,0,4,1,1.0,17517.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,34.0,26.0,2,1.0,3.0,1.0,0,1,1,0.0,17585.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,19.0,31.0,2,1.0,3.0,2.0,1,5,1,0.0,17994.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,23.0,6.0,2,3.0,3.0,2.0,0,4,0,1.0,16223.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,25.0,30.0,3,5.0,3.0,2.0,1,1,1,1.0,16118.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1
0,26.0,10.0,2,3.0,3.0,2.0,1,1,0,0.0,17875.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,21.0,16.0,2,4.0,3.0,2.0,0,4,1,0.0,17625.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,28.0,6.0,2,3.0,3.0,1.0,1,4,0,0.0,17154.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,38.0,12.0,3,3.0,3.0,1.0,1,3,1,1.0,18506.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,8.0,2,4.0,3.0,2.0,1,4,1,0.0,23620.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,51.0,12.0,2,4.0,3.0,1.0,0,5,1,1.0,17838.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
1,29.0,13.0,2,3.0,3.0,4.0,1,4,1,1.0,18339.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,28.0,6.0,2,3.0,5.0,3.0,0,4,0,0.0,17080.0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,25.0,6.0,2,3.0,4.0,2.0,0,3,1,0.0,17096.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,58.0,29.0,2,3.0,3.0,2.0,0,3,1,1.0,17372.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,38.0,29.0,3,3.0,5.0,1.0,0,3,0,2.0,23620.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,6.0,2,3.0,5.0,7.0,0,5,1,0.0,18423.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
1,31.0,6.0,2,3.0,4.0,2.0,1,5,1,1.0,17302.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
1,44.0,9.0,2,3.0,5.0,5.0,0,5,1,1.0,17362.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,22.0,3,3.0,3.0,1.0,0,3,1,2.0,18544.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,38.0,25.0,3,3.0,3.0,4.0,0,5,1,2.0,18669.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,40.0,6.0,2,3.0,4.0,4.0,0,1,1,1.0,17387.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,27.0,17.0,3,1.0,3.0,1.0,0,3,1,1.0,17534.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,18.0,6.0,3,3.0,3.0,2.0,0,5,1,1.0,16611.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,34.0,32.0,3,4.0,3.0,2.0,0,1,1,0.0,17029.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
1,31.0,8.0,2,4.0,3.0,1.0,0,5,0,1.0,17785.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
0,38.0,13.0,2,1.0,3.0,2.0,0,3,0,0.0,17610.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,37.0,10.0,2,3.0,3.0,1.0,1,5,1,1.0,17996.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,27.0,23.0,2,3.0,3.0,2.0,1,5,1,0.0,17394.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
